,Age,Attrition,Department,EducationField,Gender,EmployeeCount,YearsAtCompany,JobRole,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
2324,38,Yes,Research & Development,Medical,Female,1,5,Sales Executive,3.0,2.0,3.0,2,3
2325,32,No,Research & Development,Life Sciences,Female,1,6,Research Scientist,4.0,1.0,2.0,3,3
2326,48,No,Research & Development,Life Sciences,Male,1,8,Sales Executive,3.0,1.0,2.0,3,3
2327,34,No,Research & Development,Life Sciences,Male,1,1,Sales Executive,1.0,4.0,1.0,3,3
2328,55,No,Research & Development,Medical,Female,1,36,Laboratory Technician,3.0,4.0,3.0,2,3
2329,34,No,Research & Development,Life Sciences,Male,1,2,Research Scientist,2.0,4.0,2.0,3,3
2330,26,No,Research & Development,Life Sciences,Male,1,1,Research Director,1.0,4.0,3.0,3,3
2331,38,No,Sales,Marketing,Female,1,9,Sales Executive,3.0,2.0,3.0,4,4
2332,38,No,Research & Development,Life Sciences,Female,1,3,Manufacturing Director,2.0,2.0,4.0,2,3
2333,36,No,Human Resources,Human Resources,Male,1,1,Research Scientist,2.0,3.0,3.0,3,3
2334,29,No,Research & Development,Life Sciences,Male,1,10,Sales Representative,2.0,1.0,3.0,2,3
2335,35,No,Sales,Life Sciences,Female,1,5,Sales Executive,1.0,3.0,3.0,4,3
2336,39,No,Sales,Medical,Female,1,7,Sales Executive,4.0,3.0,3.0,3,3
2337,29,No,Research & Development,Medical,Female,1,6,Research Scientist,1.0,4.0,4.0,3,4
2338,50,No,Research & Development,Medical,Female,1,1,Laboratory Technician,3.0,3.0,3.0,1,3
2339,23,No,Research & Development,Life Sciences,Female,1,2,Manager,4.0,3.0,3.0,3,3
2340,36,No,Sales,Life Sciences,Male,1,3,Human Resources,1.0,1.0,3.0,3,3
2341,42,No,Research & Development,Life Sciences,Female,1,1,Manager,4.0,4.0,3.0,3,3
2342,35,No,Sales,Medical,Female,1,10,Laboratory Technician,2.0,3.0,2.0,3,3
2343,34,No,Research & Development,Life Sciences,Female,1,8,Manager,4.0,3.0,2.0,3,3
2344,40,No,Research & Development,Life Sciences,Male,1,5,Laboratory Technician,4.0,1.0,3.0,3,3
2345,43,No,Research & Development,Other,Male,1,6,Manager,4.0,2.0,3.0,4,4
2346,35,No,Sales,Marketing,Female,1,1,Sales Representative,3.0,4.0,2.0,2,3
2347,46,No,Research & Development,Technical Degree,Male,1,26,Laboratory Technician,4.0,1.0,1.0,3,3
2348,28,Yes,Human Resources,Medical,Female,1,1,Laboratory Technician,3.0,2.0,3.0,3,3
2349,22,No,Sales,Marketing,Male,1,4,Sales Executive,2.0,3.0,2.0,2,3
2350,50,No,Research & Development,Other,Male,1,30,Research Scientist,2.0,3.0,3.0,2,4
2351,32,No,Research & Development,Life Sciences,Male,1,3,Research Scientist,2.0,4.0,3.0,3,3
2352,44,No,Research & Development,Technical Degree,Male,1,22,Manager,2.0,4.0,2.0,3,4
2353,30,No,Research & Development,Medical,Female,1,6,Research Director,2.0,2.0,2.0,3,3
2354,45,No,Sales,Technical Degree,Female,1,10,Research Scientist,3.0,1.0,3.0,3,3
2355,45,No,Sales,Life Sciences,Male,1,10,Manufacturing Director,1.0,1.0,3.0,2,3
2356,31,No,Research & Development,Medical,Male,1,5,Research Scientist,4.0,1.0,3.0,3,4
2357,36,No,Research & Development,Medical,Male,1,3,Manufacturing Director,3.0,3.0,3.0,3,3
2358,34,No,Sales,Marketing,Male,1,9,Manufacturing Director,3.0,4.0,3.0,2,3
2359,49,No,Research & Development,Life Sciences,Male,1,9,Healthcare Representative,3.0,1.0,2.0,3,3
2360,39,No,Research & Development,Life Sciences,Male,1,7,Research Scientist,2.0,1.0,3.0,3,3
2361,27,No,Research & Development,Life Sciences,Male,1,7,Research Scientist,4.0,1.0,3.0,3,3
2362,35,No,Research & Development,Medical,Female,1,16,Sales Executive,2.0,1.0,3.0,2,4
2363,28,No,Research & Development,Life Sciences,Male,1,5,Manufacturing Director,2.0,1.0,2.0,3,3
2364,21,No,Research & Development,Life Sciences,Female,1,2,Laboratory Technician,3.0,4.0,3.0,3,3
2365,18,Yes,Research & Development,Medical,Male,1,0,Research Director,2.0,4.0,4.0,2,3
2366,47,No,Research & Development,Medical,Male,1,5,Research Scientist,4.0,3.0,3.0,2,3
2367,39,No,Sales,Life Sciences,Male,1,10,Laboratory Technician,3.0,3.0,3.0,3,3
2368,40,No,Research & Development,Life Sciences,Male,1,18,Laboratory Technician,1.0,3.0,3.0,3,3
2369,35,No,Research & Development,Medical,Female,1,14,Sales Executive,3.0,3.0,3.0,3,3
2370,37,No,Research & Development,Technical Degree,Male,1,4,Laboratory Technician,3.0,3.0,2.0,4,3
2371,39,No,Research & Development,Technical Degree,Female,1,9,Manager,1.0,3.0,1.0,3,3
2372,45,No,Research & Development,Life Sciences,Female,1,10,Laboratory Technician,4.0,4.0,3.0,2,3
2373,38,No,Research & Development,Life Sciences,Female,1,5,Sales Executive,4.0,3.0,4.0,3,3
2374,35,Yes,Research & Development,Life Sciences,Male,1,13,Healthcare Representative,4.0,1.0,3.0,3,3
2375,37,No,Research & Development,Life Sciences,Female,1,8,Healthcare Representative,2.0,2.0,1.0,3,3
2376,40,No,Research & Development,Technical Degree,Female,1,4,Healthcare Representative,3.0,4.0,2.0,2,3
2377,44,No,Sales,Marketing,Male,1,10,Laboratory Technician,1.0,4.0,3.0,2,3
2378,48,No,Sales,Marketing,Female,1,2,Manager,3.0,4.0,3.0,3,3
2379,35,Yes,Research & Development,Life Sciences,Male,1,2,Manager,0.0,4.0,2.0,1,3
2380,24,No,Research & Development,Life Sciences,Male,1,6,Research Scientist,1.0,4.0,3.0,3,4
2381,27,No,Sales,Life Sciences,Male,1,3,Sales Executive,2.0,3.0,3.0,1,3
2382,27,No,Research & Development,Life Sciences,Male,1,4,Research Scientist,4.0,4.0,2.0,3,4
2383,40,Yes,Sales,Marketing,Male,1,4,Research Director,1.0,1.0,1.0,3,3
2384,29,No,Research & Development,Medical,Female,1,5,Manager,3.0,3.0,3.0,2,3
2385,36,No,Research & Development,Life Sciences,Female,1,3,Sales Executive,2.0,1.0,3.0,2,4
2386,25,No,Sales,Marketing,Male,1,7,Manufacturing Director,4.0,3.0,3.0,2,3
2387,39,No,Sales,Marketing,Female,1,5,Research Director,4.0,2.0,3.0,3,3
2388,49,No,Sales,Life Sciences,Male,1,4,Research Director,1.0,2.0,3.0,2,4
2389,50,No,Research & Development,Medical,Male,1,14,Sales Executive,4.0,1.0,3.0,2,3
2390,20,No,Research & Development,Medical,Female,1,2,Sales Executive,3.0,3.0,3.0,3,3
2391,34,No,Research & Development,Medical,Male,1,11,Laboratory Technician,4.0,2.0,3.0,3,3
2392,36,No,Research & Development,Life Sciences,Female,1,4,Healthcare Representative,1.0,2.0,3.0,3,3
2393,49,No,Human Resources,Life Sciences,Female,1,15,Research Scientist,3.0,3.0,3.0,3,3
2394,36,No,Research & Development,Life Sciences,Male,1,3,Laboratory Technician,4.0,3.0,0.0,3,3
2395,36,No,Research & Development,Medical,Female,1,5,Healthcare Representative,4.0,1.0,3.0,3,3
2396,54,No,Sales,Marketing,Male,1,10,Laboratory Technician,2.0,3.0,3.0,3,3
2397,43,No,Research & Development,Life Sciences,Female,1,14,Research Scientist,3.0,3.0,3.0,3,3
2398,35,Yes,Research & Development,Medical,Male,1,11,Research Director,4.0,4.0,4.0,2,3
2399,38,No,Research & Development,Life Sciences,Male,1,13,Research Scientist,4.0,4.0,4.0,3,3
2400,29,No,Research & Development,Medical,Male,1,10,Sales Representative,1.0,2.0,2.0,2,3
2401,33,No,Research & Development,Medical,Male,1,6,Sales Executive,4.0,4.0,3.0,2,3
2402,32,No,Research & Development,Technical Degree,Male,1,9,Research Scientist,4.0,2.0,2.0,3,3
2403,31,No,Research & Development,Technical Degree,Female,1,10,Sales Executive,1.0,4.0,3.0,2,3
2404,49,No,Research & Development,Medical,Male,1,2,Laboratory Technician,4.0,1.0,2.0,2,3
2405,38,No,Sales,Medical,Female,1,4,Sales Executive,4.0,2.0,3.0,3,3
2406,47,No,Research & Development,Medical,Male,1,3,Laboratory Technician,2.0,2.0,3.0,2,4
2407,49,No,Research & Development,Medical,Male,1,8,Manufacturing Director,3.0,3.0,3.0,1,3
2408,41,No,Research & Development,Life Sciences,Female,1,2,Manager,4.0,3.0,3.0,4,3
2409,20,No,Research & Development,Life Sciences,Male,1,2,Sales Representative,4.0,1.0,3.0,3,3
2410,33,No,Research & Development,Medical,Female,1,6,Healthcare Representative,3.0,4.0,3.0,2,3
2411,36,No,Research & Development,Technical Degree,Male,1,3,Sales Executive,1.0,3.0,2.0,3,3
2412,44,No,Research & Development,Technical Degree,Female,1,2,Healthcare Representative,3.0,4.0,3.0,2,3
2413,23,Yes,Human Resources,Life Sciences,Female,1,5,Laboratory Technician,4.0,3.0,3.0,3,3
2414,38,No,Research & Development,Life Sciences,Male,1,0,Sales Executive,4.0,3.0,2.0,3,3
2415,53,No,Research & Development,Life Sciences,Male,1,4,Research Director,2.0,4.0,3.0,3,3
2416,48,Yes,Sales,Marketing,Male,1,9,Healthcare Representative,4.0,3.0,3.0,1,3
2417,32,Yes,Sales,Life Sciences,Male,1,1,Research Scientist,4.0,2.0,3.0,3,3
2418,26,No,Research & Development,Medical,Male,1,7,Human Resources,4.0,4.0,3.0,3,4
2419,55,No,Research & Development,Life Sciences,Male,1,4,Laboratory Technician,1.0,2.0,3.0,3,3
2420,34,No,Sales,Life Sciences,Female,1,15,Research Scientist,2.0,4.0,4.0,1,3
2421,60,No,Sales,Medical,Male,1,1,Manager,3.0,4.0,4.0,2,3
2422,33,No,Sales,Life Sciences,Male,1,14,Manager,2.0,2.0,3.0,3,3
2423,37,No,Research & Development,Life Sciences,Male,1,6,Laboratory Technician,3.0,4.0,2.0,3,3
2424,34,No,Research & Development,Life Sciences,Male,1,10,Healthcare Representative,2.0,4.0,3.0,3,3
2425,23,Yes,Research & Development,Medical,Male,1,3,Research Scientist,3.0,4.0,3.0,3,3
2426,44,No,Human Resources,Life Sciences,Male,1,8,Research Scientist,3.0,4.0,3.0,4,3
2427,35,No,Research & Development,Life Sciences,Male,1,5,Sales Executive,1.0,4.0,4.0,3,3
2428,43,No,Research & Development,Life Sciences,Male,1,10,Sales Executive,4.0,4.0,3.0,1,3
2429,24,No,Research & Development,Life Sciences,Male,1,5,Sales Executive,3.0,3.0,3.0,3,3
2430,41,No,Sales,Marketing,Male,1,10,Research Scientist,4.0,3.0,3.0,3,3
2431,29,No,Research & Development,Life Sciences,Male,1,5,Research Scientist,4.0,3.0,3.0,3,3
2432,36,No,Human Resources,Life Sciences,Female,1,13,Research Scientist,3.0,4.0,2.0,1,3
2433,45,No,Sales,Life Sciences,Female,1,23,Manufacturing Director,3.0,3.0,2.0,2,3
2434,24,Yes,Sales,Medical,Female,1,1,Manager,4.0,3.0,3.0,2,3
2435,47,Yes,Research & Development,Medical,Female,1,23,Sales Executive,3.0,3.0,1.0,3,3
2436,26,No,Research & Development,Medical,Male,1,3,Sales Executive,4.0,3.0,4.0,3,3
2437,45,No,Research & Development,Life Sciences,Male,1,21,Research Director,4.0,2.0,3.0,3,4
2438,32,No,Sales,Marketing,Male,1,5,Laboratory Technician,1.0,3.0,2.0,3,3
2439,31,No,Research & Development,Life Sciences,Male,1,5,Sales Executive,2.0,3.0,4.0,3,3
2440,41,No,Sales,Medical,Male,1,3,Research Scientist,3.0,2.0,3.0,1,3
2441,40,No,Research & Development,Technical Degree,Male,1,1,Healthcare Representative,2.0,1.0,3.0,3,3
2442,24,No,Research & Development,Life Sciences,Female,1,6,Research Scientist,2.0,1.0,4.0,2,3
2443,46,No,Research & Development,Medical,Male,1,10,Sales Executive,3.0,2.0,3.0,2,3
2444,35,No,Sales,Life Sciences,Male,1,7,Laboratory Technician,4.0,3.0,3.0,3,4
2445,30,No,Sales,Marketing,Male,1,10,Laboratory Technician,2.0,4.0,2.0,3,3
2446,47,No,Research & Development,Life Sciences,Female,1,1,Sales Executive,3.0,2.0,1.0,3,3
2447,46,No,Research & Development,Technical Degree,Female,1,10,Sales Executive,3.0,4.0,2.0,3,4
2448,36,Yes,Research & Development,Medical,Male,1,2,Manufacturing Director,2.0,1.0,3.0,3,4
2449,32,Yes,Research & Development,Medical,Female,1,0,Research Director,1.0,2.0,3.0,3,3
2450,23,No,Sales,Life Sciences,Male,1,3,Manufacturing Director,3.0,2.0,1.0,3,3
2451,31,No,Sales,Marketing,Male,1,5,Sales Executive,4.0,4.0,2.0,3,3
2452,39,No,Research & Development,Life Sciences,Female,1,9,Manufacturing Director,4.0,4.0,3.0,2,3
2453,32,No,Research & Development,Technical Degree,Male,1,4,Research Scientist,4.0,3.0,1.0,2,3
2454,40,No,Sales,Life Sciences,Male,1,21,Manufacturing Director,2.0,2.0,2.0,2,3
2455,45,No,Research & Development,Medical,Male,1,5,Sales Representative,3.0,3.0,4.0,3,3
2456,30,No,Sales,Life Sciences,Male,1,9,Research Director,4.0,1.0,3.0,3,3
2457,24,No,Sales,Marketing,Male,1,2,Sales Executive,1.0,4.0,3.0,3,3
2458,30,Yes,Research & Development,Life Sciences,Female,1,4,Human Resources,3.0,4.0,2.0,3,3
2459,31,No,Research & Development,Life Sciences,Male,1,5,Laboratory Technician,1.0,3.0,3.0,4,3
2460,27,No,Sales,Life Sciences,Male,1,6,Manager,3.0,4.0,2.0,2,3
2461,29,Yes,Sales,Marketing,Male,1,2,Research Scientist,2.0,2.0,3.0,3,3
2462,29,No,Research & Development,Life Sciences,Female,1,3,Sales Executive,4.0,3.0,4.0,3,4
2463,30,No,Sales,Life Sciences,Male,1,7,Sales Executive,3.0,1.0,3.0,3,3
2464,34,No,Research & Development,Medical,Female,1,5,Healthcare Representative,4.0,4.0,3.0,2,3
2465,33,No,Research & Development,Medical,Male,1,11,Sales Representative,4.0,2.0,2.0,3,3
2466,49,No,Sales,Marketing,Male,1,5,Sales Executive,4.0,4.0,4.0,3,3
2467,33,Yes,Research & Development,Life Sciences,Male,1,0,Sales Executive,1.0,1.0,2.0,1,3
2468,38,No,Research & Development,Medical,Male,1,6,Healthcare Representative,3.0,2.0,2.0,3,3
2469,31,Yes,Human Resources,Human Resources,Male,1,1,Laboratory Technician,1.0,3.0,3.0,3,3
2470,29,No,Research & Development,Other,Female,1,1,Sales Representative,4.0,1.0,3.0,3,3
2471,30,No,Research & Development,Medical,Male,1,7,Sales Representative,3.0,3.0,3.0,3,3
2472,32,No,Research & Development,Life Sciences,Female,1,7,Laboratory Technician,2.0,2.0,3.0,3,3
2473,38,No,Research & Development,Technical Degree,Female,1,1,Manufacturing Director,2.0,4.0,3.0,2,3
2474,43,Yes,Research & Development,Other,Male,1,1,Sales Executive,3.0,3.0,3.0,3,3
2475,42,No,Human Resources,Other,Female,1,5,Healthcare Representative,2.0,2.0,2.0,3,3
2476,55,No,Research & Development,Life Sciences,Female,1,1,Sales Executive,3.0,0.0,3.0,3,4
2477,33,No,Research & Development,Other,Male,1,9,Research Scientist,4.0,2.0,2.0,3,3
2478,41,No,Research & Development,Medical,Male,1,5,Sales Representative,3.0,1.0,0.0,3,3
2479,34,No,Research & Development,Medical,Female,1,15,Research Scientist,4.0,3.0,3.0,2,4
2480,53,No,Research & Development,Medical,Male,1,3,Healthcare Representative,1.0,3.0,2.0,4,3
2481,43,No,Sales,Marketing,Female,1,9,Laboratory Technician,2.0,4.0,3.0,3,3
2482,34,No,Sales,Life Sciences,Female,1,2,Sales Executive,4.0,4.0,3.0,3,3
2483,21,Yes,Sales,Marketing,Male,1,1,Healthcare Representative,2.0,2.0,3.0,4,3
2484,38,No,Research & Development,Life Sciences,Female,1,5,Sales Executive,4.0,3.0,3.0,2,3
2485,22,Yes,Research & Development,Other,Male,1,1,Research Scientist,3.0,1.0,3.0,3,3
2486,31,No,Research & Development,Life Sciences,Male,1,12,Sales Executive,1.0,4.0,3.0,2,3
2487,51,No,Research & Development,Life Sciences,Female,1,2,Manager,1.0,3.0,3.0,3,3
2488,37,No,Research & Development,Life Sciences,Male,1,5,Sales Executive,2.0,2.0,3.0,2,3
2489,46,No,Sales,Marketing,Female,1,2,Sales Representative,3.0,4.0,3.0,4,3
2490,36,No,Research & Development,Technical Degree,Female,1,12,Research Scientist,4.0,1.0,3.0,2,3
2491,44,Yes,Sales,Life Sciences,Male,1,5,Research Scientist,3.0,2.0,2.0,4,3
2492,37,No,Research & Development,Technical Degree,Male,1,10,Sales Executive,3.0,2.0,2.0,3,3
2493,35,Yes,Research & Development,Life Sciences,Male,1,10,Research Scientist,3.0,4.0,3.0,3,4
2494,33,No,Research & Development,Medical,Male,1,10,Laboratory Technician,4.0,1.0,3.0,3,3
2495,28,No,Sales,Medical,Female,1,5,Sales Executive,3.0,4.0,4.0,3,3
2496,39,No,Sales,Marketing,Female,1,4,Laboratory Technician,3.0,3.0,3.0,2,3
2497,46,No,Research & Development,Life Sciences,Male,1,2,Manufacturing Director,2.0,2.0,3.0,3,3
2498,40,No,Research & Development,Medical,Male,1,4,Research Director,3.0,1.0,2.0,3,3
2499,42,No,Research & Development,Other,Female,1,0,Laboratory Technician,2.0,1.0,2.0,3,3
2500,35,No,Sales,Life Sciences,Female,1,7,Research Director,2.0,4.0,3.0,3,3
2501,38,No,Sales,Marketing,Male,1,11,Sales Executive,1.0,2.0,3.0,3,3
2502,34,Yes,Research & Development,Life Sciences,Male,1,7,Manufacturing Director,4.0,1.0,2.0,4,4
2503,37,Yes,Research & Development,Life Sciences,Male,1,10,Laboratory Technician,4.0,1.0,1.0,3,3
2504,39,No,Research & Development,Medical,Male,1,2,Healthcare Representative,3.0,4.0,3.0,2,3
2505,43,No,Human Resources,Medical,Female,1,3,Sales Executive,1.0,3.0,2.0,3,3
2506,41,No,Research & Development,Life Sciences,Male,1,3,Research Scientist,2.0,2.0,1.0,1,3
2507,41,No,Research & Development,Technical Degree,Male,1,22,Laboratory Technician,3.0,3.0,4.0,2,3
2508,30,No,Sales,Marketing,Female,1,7,Manager,1.0,3.0,3.0,3,3
2509,26,Yes,Human Resources,Technical Degree,Female,1,5,Sales Executive,4.0,2.0,3.0,2,3
2510,46,Yes,Research & Development,Medical,Male,1,9,Sales Executive,4.0,2.0,4.0,3,3
2511,40,No,Sales,Medical,Female,1,5,Sales Executive,3.0,4.0,3.0,3,3
2512,34,No,Research & Development,Life Sciences,Male,1,10,Laboratory Technician,2.0,3.0,3.0,2,3
2513,58,No,Research & Development,Medical,Male,1,16,Laboratory Technician,2.0,2.0,2.0,3,3
2514,35,No,Research & Development,Technical Degree,Female,1,5,Manufacturing Director,2.0,3.0,4.0,2,3
2515,47,No,Research & Development,Medical,Female,1,22,Research Scientist,3.0,2.0,3.0,3,3
2516,40,No,Research & Development,Life Sciences,Male,1,7,Manager,2.0,1.0,3.0,3,3
2517,54,No,Sales,Medical,Male,1,7,Research Scientist,4.0,4.0,2.0,2,3
2518,31,No,Sales,Other,Female,1,3,Manufacturing Director,1.0,1.0,3.0,3,3
2519,28,No,Sales,Life Sciences,Male,1,3,Manager,3.0,1.0,3.0,3,3
2520,38,No,Research & Development,Medical,Female,1,4,Manufacturing Director,2.0,4.0,2.0,1,3
2521,26,No,Sales,Marketing,Female,1,5,Healthcare Representative,3.0,4.0,3.0,2,3
2522,58,No,Research & Development,Technical Degree,Female,1,2,Sales Representative,1.0,3.0,3.0,3,3
2523,18,No,Research & Development,Life Sciences,Male,1,0,Sales Representative,2.0,3.0,1.0,3,4
2524,31,Yes,Research & Development,Life Sciences,Male,1,1,Laboratory Technician,4.0,1.0,3.0,3,3
2525,29,Yes,Research & Development,Medical,Male,1,2,Manager,1.0,1.0,3.0,2,3
2526,45,No,Sales,Technical Degree,Male,1,8,Research Scientist,3.0,3.0,4.0,2,3
2527,36,No,Sales,Technical Degree,Female,1,1,Laboratory Technician,4.0,2.0,3.0,3,3
2528,43,No,Sales,Medical,Male,1,7,Research Director,1.0,4.0,3.0,3,4
2529,27,No,Sales,Life Sciences,Male,1,5,Research Scientist,4.0,4.0,2.0,3,3
2530,29,No,Research & Development,Medical,Male,1,11,Human Resources,4.0,4.0,4.0,3,3
2531,32,No,Sales,Life Sciences,Male,1,0,Sales Executive,4.0,4.0,4.0,3,3
2532,42,No,Research & Development,Medical,Male,1,6,Manager,3.0,3.0,2.0,3,3
2533,47,No,Sales,Life Sciences,Female,1,2,Manager,2.0,3.0,3.0,2,3
2534,46,No,Human Resources,Life Sciences,Female,1,9,Laboratory Technician,4.0,4.0,2.0,3,4
2535,28,No,Research & Development,Life Sciences,Male,1,3,Sales Executive,3.0,4.0,3.0,2,3
2536,29,No,Research & Development,Medical,Female,1,7,Manufacturing Director,4.0,3.0,3.0,3,3
2537,42,No,Sales,Medical,Female,1,0,Research Director,4.0,3.0,3.0,3,3
2538,32,Yes,Research & Development,Medical,Male,1,2,Laboratory Technician,3.0,2.0,2.0,3,3
2539,46,No,Research & Development,Life Sciences,Male,1,19,Laboratory Technician,1.0,1.0,3.0,3,3
2540,27,No,Sales,Life Sciences,Female,1,9,Research Scientist,2.0,3.0,3.0,4,3
2541,29,No,Research & Development,Medical,Male,1,1,Sales Executive,4.0,2.0,3.0,3,4
2542,43,No,Research & Development,Life Sciences,Male,1,16,Manufacturing Director,1.0,3.0,3.0,2,3
2543,48,No,Research & Development,Life Sciences,Female,1,22,Manager,4.0,2.0,3.0,2,3
2544,29,Yes,Research & Development,Life Sciences,Female,1,1,Laboratory Technician,4.0,4.0,2.0,2,3
2545,46,Yes,Research & Development,Medical,Female,1,8,Sales Representative,3.0,2.0,3.0,4,4
2546,27,No,Research & Development,Medical,Male,1,7,Healthcare Representative,4.0,1.0,2.0,3,4
2547,39,No,Research & Development,Technical Degree,Male,1,2,Healthcare Representative,4.0,4.0,3.0,3,3
2548,55,No,Research & Development,Life Sciences,Female,1,5,Human Resources,2.0,4.0,4.0,3,3
2549,28,No,Research & Development,Life Sciences,Male,1,1,Laboratory Technician,2.0,2.0,3.0,4,3
2550,30,Yes,Sales,Life Sciences,Female,1,1,Sales Executive,2.0,4.0,2.0,3,3
2551,22,Yes,Research & Development,Life Sciences,Female,1,1,Laboratory Technician,4.0,2.0,3.0,3,3
2552,36,No,Research & Development,Life Sciences,Male,1,10,Sales Executive,2.0,3.0,3.0,2,3
2553,31,No,Research & Development,Life Sciences,Female,1,10,Manager,2.0,3.0,3.0,3,3
2554,34,No,Sales,Technical Degree,Female,1,5,Sales Executive,3.0,4.0,3.0,3,3
2555,29,No,Research & Development,Life Sciences,Female,1,3,Sales Executive,4.0,1.0,3.0,2,3
2556,37,No,Research & Development,Medical,Male,1,5,Manufacturing Director,4.0,1.0,3.0,4,3
2557,35,No,Sales,Technical Degree,Male,1,3,Laboratory Technician,4.0,2.0,3.0,2,4
2558,45,No,Research & Development,Medical,Female,1,9,Sales Executive,2.0,4.0,2.0,2,3
2559,36,No,Research & Development,Medical,Female,1,10,Manufacturing Director,2.0,4.0,2.0,1,3
2560,40,No,Research & Development,Other,Male,1,19,Sales Executive,1.0,1.0,3.0,3,3
2561,26,No,Research & Development,Life Sciences,Male,1,1,Human Resources,2.0,3.0,2.0,2,3
2562,27,No,Research & Development,Technical Degree,Male,1,8,Manufacturing Director,1.0,3.0,2.0,2,4
2563,48,No,Research & Development,Life Sciences,Male,1,22,Research Director,4.0,4.0,3.0,4,3
2564,44,No,Sales,Medical,Male,1,2,Manager,2.0,1.0,3.0,3,3
2565,34,Yes,Research & Development,Life Sciences,Female,1,5,Sales Representative,4.0,1.0,3.0,3,3
2566,56,Yes,Human Resources,Medical,Female,1,4,Sales Executive,1.0,4.0,3.0,3,4
2567,36,No,Research & Development,Technical Degree,Female,1,4,Healthcare Representative,3.0,2.0,1.0,3,3
2568,41,No,Research & Development,Life Sciences,Female,1,5,Sales Executive,0.0,2.0,3.0,3,3
2569,42,No,Research & Development,Technical Degree,Female,1,13,Sales Executive,3.0,1.0,4.0,3,3
2570,31,No,Sales,Life Sciences,Female,1,5,Sales Executive,3.0,4.0,3.0,2,4
2571,34,No,Research & Development,Life Sciences,Female,1,4,Laboratory Technician,4.0,4.0,2.0,3,3
2572,31,No,Sales,Life Sciences,Female,1,2,Manufacturing Director,1.0,3.0,2.0,4,4
2573,26,No,Sales,Life Sciences,Male,1,7,Healthcare Representative,3.0,4.0,3.0,4,3
2574,45,No,Research & Development,Life Sciences,Female,1,4,Manager,2.0,3.0,3.0,3,3
2575,33,No,Sales,Life Sciences,Female,1,10,Sales Executive,2.0,3.0,2.0,3,3
2576,28,No,Sales,Life Sciences,Male,1,7,Research Scientist,3.0,4.0,3.0,3,3
2577,29,Yes,Human Resources,Human Resources,Male,1,1,Sales Executive,3.0,1.0,3.0,3,3
2578,39,No,Research & Development,Medical,Female,1,3,Sales Representative,1.0,3.0,3.0,3,3
2579,27,No,Sales,Technical Degree,Male,1,5,Healthcare Representative,2.0,2.0,2.0,3,3
2580,34,No,Research & Development,Life Sciences,Female,1,15,Manufacturing Director,3.0,4.0,3.0,3,3
2581,28,Yes,Research & Development,Technical Degree,Male,1,2,Research Director,4.0,3.0,3.0,3,3
2582,47,No,Research & Development,Medical,Male,1,8,Research Scientist,3.0,2.0,4.0,3,3
2583,56,No,Research & Development,Technical Degree,Female,1,0,Sales Executive,4.0,1.0,0.0,3,3
2584,39,No,Research & Development,Other,Female,1,10,Laboratory Technician,1.0,1.0,3.0,3,3
2585,38,No,Research & Development,Medical,Female,1,20,Manager,4.0,2.0,3.0,3,3
2586,58,No,Sales,Marketing,Male,1,1,Sales Representative,4.0,4.0,2.0,3,4
2587,32,Yes,Research & Development,Life Sciences,Male,1,4,Laboratory Technician,1.0,3.0,3.0,3,3
2588,38,No,Research & Development,Life Sciences,Female,1,5,Sales Representative,2.0,4.0,4.0,3,4
2589,49,No,Sales,Life Sciences,Male,1,5,Research Scientist,2.0,4.0,3.0,2,3
2590,42,No,Sales,Life Sciences,Female,1,0,Sales Executive,2.0,4.0,3.0,3,3
2591,27,Yes,Sales,Life Sciences,Male,1,1,Laboratory Technician,1.0,2.0,3.0,3,3
2592,35,No,Research & Development,Medical,Male,1,5,Sales Executive,2.0,1.0,1.0,3,3
2593,28,No,Research & Development,Medical,Male,1,5,Research Scientist,3.0,3.0,2.0,3,3
2594,31,No,Sales,Medical,Male,1,4,Sales Executive,3.0,1.0,4.0,4,3
2595,36,No,Research & Development,Life Sciences,Male,1,5,Research Scientist,1.0,2.0,3.0,1,3
2596,34,No,Sales,Marketing,Male,1,14,Healthcare Representative,1.0,4.0,2.0,3,3
2597,34,No,Research & Development,Technical Degree,Female,1,8,Research Director,4.0,3.0,2.0,2,3
2598,26,No,Research & Development,Life Sciences,Male,1,7,Research Scientist,3.0,1.0,2.0,4,3
2599,29,No,Research & Development,Other,Male,1,5,Laboratory Technician,1.0,1.0,2.0,4,4
2600,32,No,Research & Development,Life Sciences,Male,1,5,Manager,3.0,4.0,3.0,4,3
2601,31,No,Research & Development,Technical Degree,Female,1,10,Human Resources,4.0,1.0,3.0,3,3
2602,28,Yes,Sales,Life Sciences,Female,1,4,Sales Representative,3.0,4.0,2.0,2,3
2603,38,No,Research & Development,Technical Degree,Male,1,1,Sales Representative,1.0,1.0,2.0,2,3
2604,35,No,Research & Development,Life Sciences,Male,1,10,Sales Representative,3.0,4.0,3.0,1,3
2605,27,No,Sales,Life Sciences,Female,1,7,Manager,4.0,4.0,3.0,3,3
2606,32,No,Research & Development,Medical,Female,1,1,Research Scientist,4.0,4.0,3.0,2,3
2607,31,Yes,Research & Development,Other,Male,1,10,Sales Executive,1.0,4.0,3.0,3,3
2608,53,Yes,Research & Development,Medical,Male,1,2,Research Scientist,1.0,1.0,2.0,3,3
